year;population_count;country_code
1970;5621792;GTM
1971;5780480;GTM
1972;5941567;GTM
1973;6104530;GTM
1974;6268707;GTM
1975;6433728;GTM
1976;6599214;GTM
1977;6765516;GTM
1978;6933906;GTM
1979;7106145;GTM
1980;7283459;GTM
1981;7466488;GTM
1982;7654819;GTM
1983;7847472;GTM
1984;8042897;GTM
1985;8240060;GTM
1986;8438604;GTM
1987;8639108;GTM
1988;8842575;GTM
1989;9050465;GTM
1990;9263813;GTM
1991;9483270;GTM
1992;9708544;GTM
1993;9938692;GTM
1994;10172297;GTM
1995;10408489;GTM
1996;10646674;GTM
1997;10887634;GTM
1998;11133501;GTM
1999;11387203;GTM
2000;11650743;GTM
2001;11924946;GTM
2002;12208848;GTM
2003;12500478;GTM
2004;12796925;GTM
2005;13096028;GTM
2006;13397021;GTM
2007;13700327;GTM
2008;14006428;GTM
2009;14316263;GTM
2010;14630417;GTM
2011;14948803;GTM
2012;15270778;GTM
2013;15595821;GTM
2014;15923243;GTM
2015;16252429;GTM
2016;16583060;GTM
2017;16914936;GTM
1960;66742;GUM
1961;68072;GUM
1962;69604;GUM
1963;71286;GUM
1964;73051;GUM
1965;74830;GUM
1966;76607;GUM
1967;78404;GUM
1968;80217;GUM
1969;82040;GUM
1970;83877;GUM
1971;85726;GUM
1972;87587;GUM
1973;89464;GUM
1974;91377;GUM
1975;93352;GUM
1976;95385;GUM
1977;97477;GUM
1978;99630;GUM
1979;101844;GUM
1980;104133;GUM
1981;106485;GUM
1982;108906;GUM
1983;111402;GUM
1984;113961;GUM
1985;116572;GUM
1986;119232;GUM
1987;121919;GUM
1988;124673;GUM
1989;127522;GUM
1990;130482;GUM
1991;133558;GUM
1992;136692;GUM
1993;139818;GUM
1994;142802;GUM
1995;145561;GUM
1996;148060;GUM
1997;150303;GUM
1998;152277;GUM
1999;153953;GUM
2000;155329;GUM
2001;156401;GUM
2002;157176;GUM
2003;157717;GUM
2004;158101;GUM
2005;158402;GUM
2006;158648;GUM
2007;158847;GUM
2008;159036;GUM
2009;159226;GUM
2010;159444;GUM
2011;159692;GUM
2012;159996;GUM
2013;160407;GUM
2014;161016;GUM
2015;161853;GUM
2016;162951;GUM
2017;164281;GUM
1960;571819;GUY
1961;589274;GUY
1962;606285;GUY
1963;622575;GUY
1964;637845;GUY
1965;651868;GUY
1966;664521;GUY
1967;675871;GUY
1968;686146;GUY
1969;695745;GUY
1970;704934;GUY
1971;713684;GUY
1972;721948;GUY
1973;729916;GUY
1974;737847;GUY
1975;745841;GUY
1976;754101;GUY
1977;762424;GUY
1978;770125;GUY
1979;776254;GUY
1980;780153;GUY
1981;781732;GUY
1982;781246;GUY
1983;778948;GUY
1984;775219;GUY
1985;770435;GUY
1986;764446;GUY
1987;757448;GUY
1988;750639;GUY
1989;745585;GUY
1990;743309;GUY
1991;744474;GUY
1992;748602;GUY
1993;754144;GUY
1994;758896;GUY
1995;761291;GUY
1996;760795;GUY
1997;757970;GUY
1998;753778;GUY
1999;749674;GUY
2000;746715;GUY
2001;745206;GUY
2002;744789;GUY
2003;745143;GUY
2004;745737;GUY
2005;746163;GUY
2006;746343;GUY
2007;746474;GUY
2008;746817;GUY
2009;747718;GUY
2010;749436;GUY
2011;752028;GUY
2012;755399;GUY
2013;759285;GUY
2014;763380;GUY
2015;767432;GUY
2016;771366;GUY
2017;775221;GUY
1960;3075605;HKG
1961;3168100;HKG
1962;3305200;HKG
1963;3420900;HKG
1964;3504600;HKG
1965;3597900;HKG
1966;3629900;HKG
1967;3722800;HKG
1968;3802700;HKG
1969;3863900;HKG
1970;3959000;HKG
1971;4045300;HKG
1972;4123600;HKG
1973;4241600;HKG
1974;4377800;HKG
1975;4461600;HKG
1976;4518000;HKG
1977;4583700;HKG
1978;4667500;HKG
1979;4929700;HKG
1980;5063100;HKG
1981;5183400;HKG
1982;5264500;HKG
1983;5345100;HKG
1984;5397900;HKG
1985;5456200;HKG
1986;5524600;HKG
1987;5580500;HKG
1988;5627600;HKG
1989;5686200;HKG
1990;5704500;HKG
1991;5752000;HKG
1992;5800500;HKG
1993;5901000;HKG
1994;6035400;HKG
1995;6156100;HKG
1996;6435500;HKG
1997;6489300;HKG
1998;6543700;HKG
1999;6606500;HKG
2000;6665000;HKG
2001;6714300;HKG
2002;6744100;HKG
2003;6730800;HKG
2004;6783500;HKG
2005;6813200;HKG
2006;6857100;HKG
2007;6916300;HKG
2008;6957800;HKG
2009;6972800;HKG
2010;7024200;HKG
2011;7071600;HKG
2012;7150100;HKG
2013;7178900;HKG
2014;7229500;HKG
2015;7291300;HKG
2016;7336600;HKG
2017;7391700;HKG
1960;2038632;HND
1961;2096409;HND
1962;2155647;HND
1963;2216704;HND
1964;2280048;HND
1965;2346015;HND
1966;2414803;HND
1967;2486415;HND
1968;2560727;HND
1969;2637513;HND
1970;2716654;HND
1971;2798123;HND
1972;2882113;HND
1973;2968989;HND
1974;3059239;HND
1975;3153253;HND
1976;3251145;HND
1977;3352825;HND
1978;3458095;HND
1979;3566654;HND
1980;3678279;HND
1981;3792919;HND
1982;3910640;HND
1983;4031325;HND
1984;4154860;HND
1985;4281161;HND
1986;4410269;HND
1987;4542214;HND
1988;4677024;HND
1989;4814702;HND
1990;4955303;HND
1991;5098591;HND
1992;5244678;HND
1993;5394412;HND
1994;5548960;HND
1995;5709014;HND
1996;5874809;HND
1997;6045699;HND
1998;6220406;HND
1999;6397151;HND
2000;6574509;HND
2001;6751912;HND
2002;6929265;HND
2003;7106319;HND
2004;7282953;HND
2005;7458985;HND
2006;7634298;HND
2007;7808518;HND
2008;7980955;HND
2009;8150775;HND
2010;8317470;HND
2011;8480671;HND
2012;8640691;HND
2013;8798521;HND
2014;8955589;HND
2015;9112916;HND
2016;9270795;HND
2017;9429013;HND
1960;4140181;HRV
1961;4167292;HRV
1962;4196712;HRV
1963;4225675;HRV
1964;4252876;HRV
1965;4280923;HRV
1966;4310701;HRV
1967;4338683;HRV
1968;4365628;HRV
1969;4391490;HRV
1970;4412252;HRV
1971;4431275;HRV
1972;4450564;HRV
1973;4470161;HRV
1974;4490660;HRV
1975;4512082;HRV
1976;4535934;HRV
1977;4559571;HRV
1978;4581085;HRV
1979;4594778;HRV
1980;4599782;HRV
1981;4611509;HRV
1982;4634234;HRV
1983;4658254;HRV
1984;4680285;HRV
1985;4701417;HRV
1986;4721446;HRV
1987;4739745;HRV
1988;4755207;HRV
1989;4767260;HRV
1990;4777368;HRV
1991;4689022;HRV
1992;4575818;HRV
1993;4600463;HRV
1994;4652024;HRV
1995;4620030;HRV
1996;4557097;HRV
1997;4534920;HRV
1998;4532135;HRV
1999;4512597;HRV
2000;4468302;HRV
2001;4299642;HRV
2002;4302174;HRV
2003;4303399;HRV
2004;4304600;HRV
2005;4310145;HRV
2006;4311159;HRV
2007;4310217;HRV
2008;4309705;HRV
2009;4305181;HRV
2010;4295427;HRV
2011;4280622;HRV
2012;4267558;HRV
2013;4255689;HRV
2014;4238389;HRV
2015;4203604;HRV
2016;4174349;HRV
2017;4124531;HRV
1960;3866159;HTI
1961;3941944;HTI
1962;4019173;HTI
1963;4097755;HTI
1964;4177637;HTI
1965;4258732;HTI
1966;4341318;HTI
1967;4425303;HTI
1968;4509813;HTI
1969;4593669;HTI
1970;4676230;HTI
1971;4757182;HTI
1972;4837332;HTI
1973;4918625;HTI
1974;5003710;HTI
1975;5094577;HTI
1976;5191632;HTI
1977;5294619;HTI
1978;5404019;HTI
1979;5520187;HTI
1980;5643173;HTI
1981;5773366;HTI
1982;5910227;HTI
1983;6051622;HTI
1984;6194687;HTI
1985;6337273;HTI
1986;6478541;HTI
1987;6618744;HTI
1988;6758223;HTI
1989;6897755;HTI
1990;7037917;HTI
1991;7178607;HTI
1992;7319493;HTI
1993;7460689;HTI
1994;7602320;HTI
1995;7744503;HTI
1996;7887304;HTI
1997;8030726;HTI
1998;8174680;HTI
1999;8319057;HTI
2000;8463806;HTI
2001;8608819;HTI
2002;8754150;HTI
2003;8900104;HTI
2004;9047077;HTI
2005;9195288;HTI
2006;9344785;HTI
2007;9495328;HTI
2008;9646580;HTI
2009;9798046;HTI
2010;9949322;HTI
2011;10100320;HTI
2012;10250930;HTI
2013;10400673;HTI
2014;10549008;HTI
2015;10695542;HTI
2016;10839970;HTI
2017;10982366;HTI
1960;9983967;HUN
1961;10029321;HUN
1962;10061734;HUN
1963;10087947;HUN
1964;10119835;HUN
1965;10147935;HUN
1966;10178653;HUN
1967;10216604;HUN
1968;10255815;HUN
1969;10298723;HUN
1970;10337910;HUN
1971;10367537;HUN
1972;10398489;HUN
1973;10432055;HUN
1974;10478720;HUN
1975;10540525;HUN
1976;10598677;HUN
1977;10648031;HUN
1978;10684822;HUN
1979;10704152;HUN
1980;10711122;HUN
1981;10711848;HUN
1982;10705535;HUN
1983;10689463;HUN
1984;10668095;HUN
1985;10648713;HUN
1986;10630564;HUN
1987;10612741;HUN
1988;10596487;HUN
1989;10481719;HUN
1990;10373988;HUN
1991;10373400;HUN
1992;10369341;HUN
1993;10357523;HUN
1994;10343355;HUN
1995;10328965;HUN
1996;10311238;HUN
1997;10290486;HUN
1998;10266570;HUN
1999;10237530;HUN
2000;10210971;HUN
2001;10187576;HUN
2002;10158608;HUN
2003;10129552;HUN
2004;10107146;HUN
2005;10087065;HUN
2006;10071370;HUN
2007;10055780;HUN
2008;10038188;HUN
2009;10022650;HUN
2010;10000023;HUN
2011;9971727;HUN
2012;9920362;HUN
2013;9893082;HUN
2014;9866468;HUN
2015;9843028;HUN
2016;9814023;HUN
2017;9787966;HUN
1960;87751068;IDN
1961;90098394;IDN
1962;92518377;IDN
1963;95015297;IDN
1964;97596733;IDN
1965;100267062;IDN
1966;103025426;IDN
1967;105865571;IDN
1968;108779924;IDN
1969;111758563;IDN
1970;114793178;IDN
1971;117880144;IDN
1972;121017314;IDN
1973;124199687;IDN
1974;127422211;IDN
1975;130680727;IDN
1976;133966941;IDN
1977;137278058;IDN
1978;140621730;IDN
1979;144009845;IDN
1980;147447836;IDN
1981;150938232;IDN
1982;154468229;IDN
1983;158009246;IDN
1984;161523347;IDN
1985;164982451;IDN
1986;168374287;IDN
1987;171702763;IDN
1988;174975954;IDN
1989;178209150;IDN
1990;181413402;IDN
1991;184591903;IDN
1992;187739786;IDN
1993;190851175;IDN
1994;193917462;IDN
1995;196934260;IDN
1996;199901228;IDN
1997;202826446;IDN
1998;205724592;IDN
1999;208615169;IDN
2000;211513823;IDN
2001;214427417;IDN
2002;217357793;IDN
2003;220309469;IDN
2004;223285676;IDN
2005;226289470;IDN
2006;229318262;IDN
2007;232374245;IDN
2008;235469762;IDN
2009;238620563;IDN
2010;241834215;IDN
2011;245116206;IDN
2012;248452413;IDN
2013;251806402;IDN
2014;255129004;IDN
2015;258383256;IDN
2016;261554226;IDN
2017;264645886;IDN
1960;48442;IMN
1961;48281;IMN
1962;48418;IMN
1963;48800;IMN
1964;49391;IMN
1965;50141;IMN
1966;51049;IMN
1967;52118;IMN
1968;53254;IMN
1969;54376;IMN
1970;55425;IMN
1971;56359;IMN
1972;57166;IMN
1973;57919;IMN
1974;58677;IMN
1975;59478;IMN
1976;60380;IMN
1977;61336;IMN
1978;62262;IMN
1979;63029;IMN
1980;63551;IMN
1981;63776;IMN
1982;63772;IMN
1983;63695;IMN
1984;63807;IMN
1985;64278;IMN
1986;65198;IMN
1987;66471;IMN
1988;67926;IMN
1989;69267;IMN
1990;70298;IMN
1991;70932;IMN
1992;71254;IMN
1993;71428;IMN
1994;71661;IMN
1995;72131;IMN
1996;72878;IMN
1997;73850;IMN
1998;74943;IMN
1999;76001;IMN
2000;76941;IMN
2001;77703;IMN
2002;78318;IMN
2003;78884;IMN
2004;79520;IMN
2005;80305;IMN
2006;81285;IMN
2007;82408;IMN
2008;83508;IMN
2009;84376;IMN
2010;84857;IMN
2011;84886;IMN
2012;84533;IMN
2013;83976;IMN
2014;83488;IMN
2015;83234;IMN
2016;83287;IMN
2017;83598;IMN
1960;450547679;IND
1961;459642165;IND
1962;469077190;IND
1963;478825608;IND
1964;488848135;IND
1965;499123324;IND
1966;509631500;IND
1967;520400576;IND
1968;531513824;IND
1969;543084336;IND
1970;555189792;IND
1971;567868018;IND
1972;581087256;IND
1973;594770134;IND
1974;608802600;IND
1975;623102897;IND
1976;637630087;IND
1977;652408776;IND
1978;667499806;IND
1979;682995354;IND
1980;698952844;IND
1981;715384993;IND
1982;732239504;IND
1983;749428958;IND
1984;766833410;IND
1985;784360008;IND
1986;801975244;IND
1987;819682102;IND
1988;837468930;IND
1989;855334678;IND
1990;873277798;IND
1991;891273209;IND
1992;909307016;IND
1993;927403860;IND
1994;945601831;IND
1995;963922588;IND
1996;982365243;IND
1997;1000900030;IND
1998;1019483581;IND
1999;1038058156;IND
2000;1056575549;IND
2001;1075000085;IND
2002;1093317189;IND
2003;1111523144;IND
2004;1129623456;IND
2005;1147609927;IND
2006;1165486291;IND
2007;1183209472;IND
2008;1200669765;IND
2009;1217726215;IND
2010;1234281170;IND
2011;1250288729;IND
2012;1265782790;IND
2013;1280846129;IND
2014;1295604184;IND
2015;1310152403;IND
2016;1324509589;IND
2017;1338658835;IND
1960;2828600;IRL
1961;2824400;IRL
1962;2836050;IRL
1963;2852650;IRL
1964;2866550;IRL
1965;2877300;IRL
1966;2888800;IRL
1967;2902450;IRL
1968;2915550;IRL
1969;2932650;IRL
1970;2957250;IRL
1971;2992050;IRL
1972;3036850;IRL
1973;3085950;IRL
1974;3137500;IRL
1975;3189550;IRL
1976;3238050;IRL
1977;3282200;IRL
1978;3329100;IRL
1979;3373750;IRL
1980;3412800;IRL
1981;3453000;IRL
1982;3485800;IRL
1983;3510600;IRL
1984;3532423;IRL
1985;3538082;IRL
1986;3539690;IRL
1987;3540057;IRL
1988;3524949;IRL
1989;3511009;IRL
1990;3513974;IRL
1991;3534235;IRL
1992;3558430;IRL
1993;3576261;IRL
1994;3590386;IRL
1995;3608841;IRL
1996;3637510;IRL
1997;3674171;IRL
1998;3712696;IRL
1999;3754786;IRL
2000;3805174;IRL
2001;3866243;IRL
2002;3931947;IRL
2003;3996521;IRL
2004;4070262;IRL
2005;4159914;IRL
2006;4273591;IRL
2007;4398942;IRL
2008;4489544;IRL
2009;4535375;IRL
2010;4560155;IRL
2011;4580084;IRL
2012;4599533;IRL
2013;4623816;IRL
2014;4657740;IRL
2015;4701957;IRL
2016;4755335;IRL
2017;4807388;IRL
1960;21906914;IRN
1961;22480372;IRN
1962;23071315;IRN
1963;23680258;IRN
1964;24307860;IRN
1965;24954873;IRN
1966;25624373;IRN
1967;26317783;IRN
1968;27032571;IRN
1969;27764924;IRN
1970;28513866;IRN
1971;29281591;IRN
1972;30075297;IRN
1973;30905707;IRN
1974;31786471;IRN
1975;32729772;IRN
1976;33733961;IRN
1977;34803045;IRN
1978;35960805;IRN
1979;37237137;IRN
1980;38650246;IRN
1981;40199906;IRN
1982;41869236;IRN
1983;43636837;IRN
1984;45472791;IRN
1985;47347186;IRN
1986;49260255;IRN
1987;51193782;IRN
1988;53077313;IRN
1989;54822003;IRN
1990;56366217;IRN
1991;57679034;IRN
1992;58780370;IRN
1993;59723764;IRN
1994;60590614;IRN
1995;61442664;IRN
1996;62294920;IRN
1997;63136312;IRN
1998;63971836;IRN
1999;64800880;IRN
2000;65623405;IRN
2001;66449112;IRN
2002;67284796;IRN
2003;68122938;IRN
2004;68951281;IRN
2005;69762347;IRN
2006;70554760;IRN
2007;71336475;IRN
2008;72120604;IRN
2009;72924837;IRN
2010;73762519;IRN
2011;74634956;IRN
2012;75539862;IRN
2013;76481943;IRN
2014;77465753;IRN
2015;78492215;IRN
2016;79564016;IRN
2017;80673951;IRN
1960;7289760;IRQ
1961;7475350;IRQ
1962;7674220;IRQ
1963;7888913;IRQ
1964;8122197;IRQ
1965;8375790;IRQ
1966;8651162;IRQ
1967;8947404;IRQ
1968;9260682;IRQ
1969;9585576;IRQ
1970;9917983;IRQ
1971;10255850;IRQ
1972;10599668;IRQ
1973;10950888;IRQ
1974;11312062;IRQ
1975;11684590;IRQ
1976;12068676;IRQ
1977;12462070;IRQ
1978;12860680;IRQ
1979;13259113;IRQ
1980;13653354;IRQ
1981;14044117;IRQ
1982;14432468;IRQ
1983;14815656;IRQ
1984;15190393;IRQ
1985;15555800;IRQ
1986;15909762;IRQ
1987;16257070;IRQ
1988;16612322;IRQ
1989;16994948;IRQ
1990;17419113;IRQ
1991;17889459;IRQ
1992;18402734;IRQ
1993;18955085;IRQ
1994;19539340;IRQ
1995;20149338;IRQ
1996;20783073;IRQ
1997;21439574;IRQ
1998;22114324;IRQ
1999;22802064;IRQ
2000;23497585;IRQ
2001;24208180;IRQ
2002;24931919;IRQ
2003;25644499;IRQ
2004;26313838;IRQ
2005;26922284;IRQ
2006;27448124;IRQ
2007;27911248;IRQ
2008;28385746;IRQ
2009;28973162;IRQ
2010;29741976;IRQ
2011;30725300;IRQ
2012;31890011;IRQ
2013;33157050;IRQ
2014;34411951;IRQ
2015;35572261;IRQ
2016;36610632;IRQ
2017;37552781;IRQ
1960;175574;ISL
1961;179029;ISL
1962;182378;ISL
1963;185653;ISL
1964;188983;ISL
1965;192286;ISL
1966;195570;ISL
1967;198751;ISL
1968;201488;ISL
1969;203369;ISL
1970;204438;ISL
1971;206098;ISL
1972;209137;ISL
1973;212317;ISL
1974;215209;ISL
1975;217979;ISL
1976;220154;ISL
1977;221799;ISL
1978;223537;ISL
1979;225735;ISL
1980;228138;ISL
1981;230755;ISL
1982;233860;ISL
1983;236977;ISL
1984;239511;ISL
1985;241405;ISL
1986;243180;ISL
1987;245859;ISL
1988;249740;ISL
1989;252852;ISL
1990;254826;ISL
1991;257797;ISL
1992;261057;ISL
1993;263725;ISL
1994;266021;ISL
1995;267468;ISL
1996;268916;ISL
1997;271128;ISL
1998;274047;ISL
1999;277381;ISL
2000;281205;ISL
2001;284968;ISL
2002;287523;ISL
2003;289521;ISL
2004;292074;ISL
2005;296734;ISL
2006;303782;ISL
2007;311566;ISL
2008;317414;ISL
2009;318499;ISL
2010;318041;ISL
2011;319014;ISL
2012;320716;ISL
2013;323764;ISL
2014;327386;ISL
2015;330815;ISL
2016;335439;ISL
2017;343400;ISL
1960;2114020;ISR
1961;2185000;ISR
1962;2293000;ISR
1963;2379000;ISR
1964;2475000;ISR
1965;2563000;ISR
1966;2629000;ISR
1967;2745000;ISR
1968;2803000;ISR
1969;2877000;ISR
1970;2974000;ISR
1971;3069000;ISR
1972;3148000;ISR
1973;3278000;ISR
1974;3377000;ISR
1975;3455000;ISR
1976;3533000;ISR
1977;3613000;ISR
1978;3690000;ISR
1979;3786000;ISR
1980;3878000;ISR
1981;3956000;ISR
1982;4031000;ISR
1983;4105000;ISR
1984;4159000;ISR
1985;4233000;ISR
1986;4299000;ISR
1987;4369000;ISR
1988;4442000;ISR
1989;4518000;ISR
1990;4660000;ISR
1991;4949000;ISR
1992;5123000;ISR
1993;5261000;ISR
1994;5399000;ISR
1995;5545000;ISR
1996;5692000;ISR
1997;5836000;ISR
1998;5971000;ISR
1999;6125000;ISR
2000;6289000;ISR
2001;6439000;ISR
2002;6570000;ISR
2003;6689700;ISR
2004;6809000;ISR
2005;6930100;ISR
2006;7053700;ISR
2007;7180100;ISR
2008;7308800;ISR
2009;7485600;ISR
2010;7623600;ISR
2011;7765800;ISR
2012;7910500;ISR
2013;8059500;ISR
2014;8215700;ISR
2015;8380100;ISR
2016;8546000;ISR
2017;8713300;ISR
1960;50199700;ITA
1961;50536350;ITA
1962;50879450;ITA
1963;51252000;ITA
1964;51675350;ITA
1965;52112350;ITA
1966;52519000;ITA
1967;52900500;ITA
1968;53235750;ITA
1969;53537950;ITA
1970;53821850;ITA
1971;54073490;ITA
1972;54381345;ITA
1973;54751406;ITA
1974;55110868;ITA
1975;55441001;ITA
1976;55718260;ITA
1977;55955411;ITA
1978;56155143;ITA
1979;56317749;ITA
1980;56433883;ITA
1981;56501675;ITA
1982;56543548;ITA
1983;56564074;ITA
1984;56576718;ITA
1985;56593071;ITA
1986;56596155;ITA
1987;56601931;ITA
1988;56629288;ITA
1989;56671781;ITA
1990;56719240;ITA
1991;56758521;ITA
1992;56797087;ITA
1993;56831821;ITA
1994;56843400;ITA
1995;56844303;ITA
1996;56860281;ITA
1997;56890372;ITA
1998;56906744;ITA
1999;56916317;ITA
2000;56942108;ITA
2001;56974100;ITA
2002;57059007;ITA
2003;57313203;ITA
2004;57685327;ITA
2005;57969484;ITA
2006;58143979;ITA
2007;58438310;ITA
2008;58826731;ITA
2009;59095365;ITA
2010;59277417;ITA
2011;59379449;ITA
2012;59539717;ITA
2013;60233948;ITA
2014;60789140;ITA
2015;60730582;ITA
2016;60627498;ITA
2017;60536709;ITA
1960;1628520;JAM
1961;1651073;JAM
1962;1676501;JAM
1963;1703651;JAM
1964;1730738;JAM
1965;1756511;JAM
1966;1780518;JAM
1967;1803319;JAM
1968;1825879;JAM
1969;1849662;JAM
1970;1875642;JAM
1971;1904276;JAM
1972;1935100;JAM
1973;1966974;JAM
1974;1998309;JAM
1975;2028016;JAM
1976;2055365;JAM
1977;2080831;JAM
1978;2105907;JAM
1979;2132785;JAM
1980;2162846;JAM
1981;2196921;JAM
1982;2234057;JAM
1983;2271736;JAM
1984;2306366;JAM
1985;2335510;JAM
1986;2358161;JAM
1987;2375393;JAM
1988;2389411;JAM
1989;2403464;JAM
1990;2419906;JAM
1991;2439334;JAM
1992;2461049;JAM
1993;2484581;JAM
1994;2509043;JAM
1995;2533711;JAM
1996;2558637;JAM
1997;2583916;JAM
1998;2608873;JAM
1999;2632675;JAM
2000;2654701;JAM
2001;2674702;JAM
2002;2692845;JAM
2003;2709437;JAM
2004;2725015;JAM
2005;2740003;JAM
2006;2754407;JAM
2007;2768227;JAM
2008;2781876;JAM
2009;2795837;JAM
2010;2810460;JAM
2011;2825929;JAM
2012;2842132;JAM
2013;2858709;JAM
2014;2875136;JAM
2015;2891021;JAM
2016;2906238;JAM
2017;2920853;JAM
1960;933102;JOR
1961;973988;JOR
1962;1010658;JOR
1963;1050213;JOR
1964;1102399;JOR
1965;1173606;JOR
1966;1267062;JOR
1967;1378998;JOR
1968;1500163;JOR
1969;1617428;JOR
1970;1721323;JOR
1971;1809182;JOR
1972;1883935;JOR
1973;1948442;JOR
1974;2007735;JOR
1975;2065913;JOR
1976;2123180;JOR
1977;2179363;JOR
1978;2237943;JOR
1979;2303122;JOR
1980;2377995;JOR
1981;2464867;JOR
1982;2563534;JOR
1983;2671413;JOR
1984;2784463;JOR
1985;2900049;JOR
1986;3015299;JOR
1987;3131796;JOR
1988;3256558;JOR
1989;3399330;JOR
1990;3565890;JOR
1991;3760496;JOR
1992;3977672;JOR
1993;4201555;JOR
1994;4410359;JOR
1995;4588843;JOR
1996;4732854;JOR
1997;4848541;JOR
1998;4943975;JOR
1999;5031762;JOR
2000;5122493;JOR
2001;5217336;JOR
2002;5317506;JOR
2003;5434030;JOR
2004;5580244;JOR
2005;5765635;JOR
2006;5991540;JOR
2007;6255280;JOR
2008;6556478;JOR
2009;6893260;JOR
2010;7261539;JOR
2011;7663131;JOR
2012;8090872;JOR
2013;8520420;JOR
2014;8920049;JOR
2015;9266575;JOR
2016;9551467;JOR
2017;9779173;JOR
1960;92500572;JPN
1961;94943000;JPN
1962;95832000;JPN
1963;96812000;JPN
1964;97826000;JPN
1965;98883000;JPN
1966;99790000;JPN
1967;100725000;JPN
1968;101061000;JPN
1969;103172000;JPN
1970;104345000;JPN
1971;105697000;JPN
1972;107188000;JPN
1973;108079000;JPN
1974;110162000;JPN
1975;111940000;JPN
1976;112771000;JPN
1977;113863000;JPN
1978;114898000;JPN
1979;115870000;JPN
1980;116782000;JPN
1981;117648000;JPN
1982;118449000;JPN
1983;119259000;JPN
1984;120018000;JPN
1985;120754000;JPN
1986;121492000;JPN
1987;122091000;JPN
1988;122613000;JPN
1989;123116000;JPN
1990;123537000;JPN
1991;123921000;JPN
1992;124229000;JPN
1993;124536000;JPN
1994;124961000;JPN
1995;125439000;JPN
1996;125757000;JPN
1997;126057000;JPN
1998;126400000;JPN
1999;126631000;JPN
2000;126843000;JPN
2001;127149000;JPN
2002;127445000;JPN
2003;127718000;JPN
2004;127761000;JPN
2005;127773000;JPN
2006;127854000;JPN
2007;128001000;JPN
2008;128063000;JPN
2009;128047000;JPN
2010;128070000;JPN
2011;127833000;JPN
2012;127629000;JPN
2013;127445000;JPN
2014;127276000;JPN
2015;127141000;JPN
2016;126994511;JPN
2017;126785797;JPN
1960;9934563;KAZ
1961;10349414;KAZ
1962;10756928;KAZ
1963;11147859;KAZ
1964;11511847;KAZ
1965;11841920;KAZ
1966;12132559;KAZ
1967;12385710;KAZ
1968;12611426;KAZ
1969;12824606;KAZ
1970;13036139;KAZ
1971;13250213;KAZ
1972;13463985;KAZ
1973;13673007;KAZ
1974;13869975;KAZ
1975;14050226;KAZ
1976;14212145;KAZ
1977;14359624;KAZ
1978;14499952;KAZ
1979;14643133;KAZ
1980;14796174;KAZ
1981;14958908;KAZ
1982;15128087;KAZ
1983;15303309;KAZ
1984;15483419;KAZ
1985;15665595;KAZ
1986;15852525;KAZ
1987;16039251;KAZ
1988;16206002;KAZ
1989;16249500;KAZ
1990;16348000;KAZ
1991;16450500;KAZ
